aX,aY,aZ,gX,gY,gZ
-4.000,-0.542,4.000,105.347,-659.241,26.733
-4.000,-0.329,4.000,148.621,-447.998,62.683
-4.000,-0.044,4.000,165.039,-157.104,89.417
-4.000,0.401,4.000,128.845,150.269,103.699
-3.885,0.610,4.000,62.195,385.193,85.510
-3.438,0.532,3.208,17.456,512.878,28.687
-3.029,0.241,2.085,-8.911,574.951,-31.738
-2.676,-0.120,1.244,-27.527,592.407,-76.538
-2.398,-0.463,0.613,-31.006,585.937,-97.473
-2.164,-0.677,0.173,-22.888,562.256,-94.910
-1.926,-0.735,-0.135,1.831,531.982,-76.050
-1.686,-0.688,-0.384,28.748,505.859,-44.556
-1.480,-0.569,-0.587,50.415,487.183,-18.799
-1.222,-0.378,-0.827,69.336,475.098,-0.061
-0.849,-0.195,-1.142,72.815,473.389,5.981
-0.461,-0.145,-1.598,46.021,481.445,-10.071
-0.091,-0.155,-2.328,-5.615,509.460,-39.307
0.218,-0.277,-3.386,-71.167,552.246,-76.355
0.404,-0.575,-4.000,-144.836,570.007,-122.803
0.502,-1.060,-4.000,-202.026,534.912,-168.701
0.526,-1.682,-4.000,-236.877,420.288,-186.401
0.348,-2.166,-4.000,-254.761,220.703,-167.664
0.032,-2.214,-4.000,-222.229,-33.264,-109.192
-0.434,-1.841,-4.000,-80.933,-286.499,-37.231
-0.943,-1.281,-3.494,26.306,-500.305,14.160
-1.401,-0.804,-1.900,37.964,-639.709,46.936
-1.705,-0.437,-0.567,29.053,-704.407,60.364
-1.949,-0.249,0.505,11.353,-716.858,52.979
-2.439,-0.228,1.353,3.357,-718.323,34.912
-3.180,-0.193,2.337,-19.470,-739.136,18.372
-3.880,-0.100,3.635,-30.029,-782.654,15.808
-4.000,-0.016,4.000,6.165,-818.420,16.296
-4.000,0.088,4.000,64.819,-779.785,14.099
-4.000,0.202,4.000,114.746,-643.860,19.104
-3.911,0.272,4.000,139.954,-415.649,23.987
-3.698,0.302,4.000,132.446,-115.051,23.560
-3.610,0.391,4.000,116.150,204.224,22.766
-3.426,0.402,3.999,91.309,451.294,13.245
-3.008,0.203,2.630,27.222,582.520,-32.104
-2.653,-0.107,1.483,-14.404,637.756,-81.421
-2.287,-0.487,0.673,-24.475,647.095,-114.990
-1.955,-0.791,0.106,-20.386,634.094,-125.122
-1.666,-0.967,-0.357,-0.366,613.098,-112.305
-1.389,-1.025,-0.678,20.569,581.177,-80.933
-1.143,-0.985,-0.940,49.805,544.556,-46.692
-0.942,-0.849,-1.137,75.928,507.874,-14.282
-0.738,-0.698,-1.238,83.252,468.445,7.874
-0.555,-0.565,-1.285,69.580,434.204,15.991
-0.440,-0.433,-1.359,49.255,411.987,14.343
-0.269,-0.284,-1.508,33.142,400.574,5.798
-0.007,-0.201,-1.740,21.667,396.240,-12.024
0.249,-0.260,-2.075,7.446,395.996,-42.297
0.546,-0.465,-2.534,-6.409,389.465,-74.463
0.711,-0.749,-3.130,-17.944,375.977,-97.229
0.825,-0.936,-3.841,-17.456,340.515,-96.069
0.804,-0.896,-4.000,-21.179,272.156,-67.932
0.608,-0.679,-4.000,-18.860,168.640,-34.485

-0.189,0.003,-4.000,49.622,-207.458,-18.860
-0.742,0.046,-3.711,72.754,-421.326,-52.429
-1.392,-0.254,-2.378,38.940,-596.008,-103.210
-2.188,-0.749,-1.094,-23.071,-715.515,-151.794
-3.034,-1.100,0.326,-84.900,-813.538,-166.565
-3.938,-1.147,2.002,-95.337,-898.621,-141.846
-4.000,-1.025,3.948,-36.621,-979.736,-96.497
-4.000,-0.856,4.000,47.302,-990.479,-55.664
-3.542,-0.810,4.000,86.487,-839.111,-46.448
-2.818,-0.772,4.000,73.425,-551.331,-43.030
-2.539,-0.638,4.000,53.284,-184.509,-21.545
-2.601,-0.388,4.000,28.625,166.992,5.066
-2.522,-0.205,3.989,6.348,410.095,19.653
-2.229,-0.139,2.626,8.362,531.921,16.052
-1.894,-0.159,1.619,17.334,573.181,2.747
-1.576,-0.190,0.951,31.250,575.012,-7.751
-1.240,-0.211,0.433,50.842,567.444,-14.465
-1.007,-0.259,-0.043,58.289,562.195,-20.996
-0.891,-0.310,-0.541,59.143,560.730,-28.320
-0.738,-0.369,-1.084,59.875,554.810,-36.011
-0.485,-0.537,-1.615,50.110,539.673,-54.443
-0.163,-0.879,-2.148,26.123,517.883,-84.961
0.183,-1.353,-2.795,-11.047,494.324,-115.356
0.426,-1.890,-3.553,-60.791,459.717,-125.244
0.481,-2.298,-4.000,-102.539,397.766,-103.699
0.490,-2.397,-4.000,-105.957,282.593,-48.157
0.390,-2.024,-4.000,-68.420,108.826,30.579
0.152,-1.275,-3.951,-9.827,-98.145,102.966
-0.051,-0.674,-2.545,28.198,-295.288,135.071
-0.367,-0.450,-0.975,31.494,-442.932,125.916
-0.605,-0.465,0.530,10.498,-500.244,96.924
-0.750,-0.543,1.922,-6.653,-517.639,67.505
-0.678,-0.556,3.201,-5.676,-502.136,52.185
-0.497,-0.494,4.000,16.663,-426.758,49.316
-0.251,-0.410,4.000,38.452,-295.410,43.396
-0.117,-0.333,4.000,47.791,-124.817,31.067
-0.079,-0.256,3.957,54.443,51.453,21.179
-0.025,-0.203,2.854,52.795,193.054,12.207
0.062,-0.163,1.890,54.993,269.531,0.671
0.195,-0.146,1.192,63.049,290.771,-15.198
0.323,-0.191,0.691,63.965,288.818,-36.255
0.418,-0.338,0.317,51.392,277.710,-62.744
0.501,-0.578,0.032,30.518,260.986,-89.661
0.568,-0.848,-0.181,13.611,241.089,-108.704
0.622,-1.101,-0.328,5.005,216.003,-114.807
0.669,-1.331,-0.382,1.221,184.387,-110.229
0.622,-1.502,-0.421,0.610,149.719,-94.360
0.742,-1.542,-0.291,-9.460,114.746,-66.467
0.735,-1.480,-0.282,-1.526,88.684,-33.936
0.716,-1.292,-0.352,12.756,69.153,-0.488
0.694,-1.078,-0.358,21.423,42.603,22.278
0.644,-0.899,-0.250,19.897,11.902,32.410
0.597,-0.776,-0.040,12.512,-16.846,33.203
0.535,-0.717,0.174,2.747,-37.292,27.893
0.475,-0.742,0.385,-7.568,-48.706,18.127
0.506,-0.824,0.588,-13.611,-55.908,8.911
0.411,-0.925,0.729,-29.053,-48.828,1.770
0.455,-0.970,0.818,-25.757,-40.039,5.981
0.494,-0.927,0.810,-17.334,-28.198,17.761
0.534,-0.792,0.643,-8.911,-12.085,30.945
0.547,-0.654,0.440,-6.714,-3.479,38.452
0.521,-0.549,0.341,-7.263,-7.019,38.574
0.504,-0.507,0.403,-6.714,-19.958,32.471
0.476,-0.519,0.565,-4.822,-32.837,24.109
0.452,-0.532,0.712,-2.380,-37.109,18.250
0.448,-0.523,0.788,2.808,-33.264,15.137
0.461,-0.506,0.780,8.118,-23.437,11.597
0.481,-0.506,0.688,11.719,-11.963,6.348
0.497,-0.548,0.559,11.780,-4.211,-0.061
0.501,-0.624,0.481,9.827,-3.113,-5.859
0.511,-0.691,0.437,8.362,-5.798,-8.789
0.491,-0.738,0.421,6.104,-10.071,-8.606
0.470,-0.809,0.491,1.770,-16.418,-8.911
0.463,-0.891,0.589,-1.892,-20.508,-8.911
0.465,-0.931,0.626,-4.333,-18.127,-4.578
0.476,-0.907,0.574,-4.822,-11.414,3.296
0.488,-0.840,0.477,-2.869,-5.920,11.047
0.500,-0.774,0.417,0.854,-6.287,14.893
0.503,-0.737,0.408,2.686,-10.132,15.015
0.498,-0.732,0.420,1.099,-13.916,12.878
0.482,-0.742,0.422,-2.075,-15.564,10.925
0.468,-0.729,0.405,-3.113,-16.541,10.925
0.454,-0.690,0.388,-1.099,-17.639,11.780
0.427,-0.664,0.435,1.343,-21.057,11.169
0.410,-0.666,0.548,2.441,-25.085,8.606
0.410,-0.672,0.636,1.709,-23.865,6.226
0.418,-0.670,0.641,-0.244,-16.968,5.127
0.422,-0.674,0.580,-3.052,-8.728,3.845
0.427,-0.689,0.525,-4.944,-4.456,2.136
0.437,-0.692,0.500,-3.906,-4.150,1.709
0.453,-0.687,0.498,-1.282,-5.310,2.319
0.461,-0.676,0.500,-0.305,-6.531,2.563
0.465,-0.657,0.498,0.000,-6.897,2.563
0.466,-0.641,0.500,0.854,-7.935,1.831
0.464,-0.641,0.511,1.404,-9.033,0.244
0.460,-0.654,0.526,1.465,-9.705,-1.892
0.454,-0.664,0.545,1.221,-9.827,-3.174
0.449,-0.667,0.563,1.770,-9.460,-3.967
0.446,-0.690,0.602,1.709,-9.155,-5.737
0.444,-0.735,0.652,-0.061,-8.301,-7.935
0.451,-0.769,0.678,-1.587,-5.249,-7.935
0.461,-0.777,0.660,-1.648,-0.488,-5.432
0.471,-0.759,0.602,-0.732,4.822,-2.563
0.486,-0.721,0.529,1.282,7.812,-0.061
0.496,-0.684,0.469,3.235,7.935,1.221
0.493,-0.664,0.447,3.418,5.127,0.305
0.485,-0.678,0.484,2.869,0.977,-2.197
0.467,-0.718,0.550,1.709,-1.953,-4.517
0.465,-0.770,0.617,0.122,-2.075,-6.409
0.473,-0.811,0.632,-1.648,1.465,-6.165
0.483,-0.828,0.585,-3.418,6.958,-3.540
0.491,-0.808,0.506,-3.906,10.864,0.488
0.502,-0.756,0.440,-1.953,10.925,5.310
0.509,-0.699,0.412,0.671,7.324,7.629
0.510,-0.654,0.417,1.709,2.502,7.568
0.502,-0.634,0.447,1.709,-1.770,5.493
0.500,-0.642,0.494,1.282,-4.639,2.014
0.493,-0.673,0.531,0.427,-5.676,-1.221
0.487,-0.702,0.547,-0.244,-4.822,-2.563

1.158,-0.874,0.732,-45.166,69.092,-81.970
1.126,-1.013,0.688,-62.256,74.158,-90.820
1.120,-1.125,0.615,-81.238,80.688,-96.741
1.137,-1.273,0.470,-105.713,89.600,-102.661
1.086,-1.533,0.311,-147.522,97.290,-115.295
1.076,-1.970,0.238,-202.087,99.365,-132.446
1.013,-2.499,0.305,-256.287,98.816,-143.250
0.905,-2.991,0.432,-291.016,100.586,-133.240
0.836,-3.297,0.500,-291.138,109.375,-92.773
0.730,-3.416,0.447,-270.264,125.366,-30.945
0.554,-3.344,0.294,-246.094,142.700,34.363
0.339,-3.163,0.034,-220.581,154.968,95.093
0.130,-2.958,-0.202,-195.740,150.269,146.179
-0.085,-2.851,-0.296,-177.307,123.291,184.998
-0.358,-2.876,-0.203,-169.617,83.374,216.980
-0.675,-2.916,0.029,-145.447,38.452,260.498
-1.012,-2.711,0.256,-87.769,-0.061,328.491
-1.280,-2.312,0.447,-13.000,-31.494,405.884
-1.575,-1.820,0.673,49.927,-59.937,478.577
-1.927,-1.348,0.849,92.712,-79.285,538.391
-2.269,-0.920,0.787,133.118,-89.172,590.027
-2.649,-0.383,0.645,178.528,-104.187,643.921
-2.818,0.487,0.532,215.820,-131.287,701.965
-3.035,1.167,0.314,342.957,-186.035,738.220
-3.445,1.768,0.708,531.738,-298.584,780.029
-3.450,2.640,1.880,503.357,-413.513,741.638
-3.296,3.033,3.233,471.313,-489.563,565.918
-3.098,3.174,4.000,325.073,-466.309,418.518
-2.910,3.108,4.000,212.463,-341.980,280.884
-2.823,2.958,4.000,126.892,-178.589,166.077
-2.731,2.631,3.838,52.246,-40.283,65.613
-2.559,2.106,3.251,-6.836,40.039,-23.010
-2.413,1.512,2.943,-39.917,79.224,-90.698
-2.303,1.035,2.738,-39.001,108.032,-123.779
-2.230,0.759,2.539,-16.785,138.123,-126.709
-2.167,0.677,2.327,15.625,170.166,-114.380
-2.127,0.702,2.116,45.471,199.829,-101.746
-2.054,0.764,1.886,65.186,228.088,-97.351
-1.972,0.773,1.635,74.585,253.540,-103.210
-1.918,0.694,1.380,81.177,273.560,-116.577
-1.804,0.547,1.078,86.304,286.377,-133.667
-1.787,0.399,0.875,66.528,289.062,-151.917
-1.776,0.248,0.769,45.837,283.447,-170.959
-1.724,0.073,0.748,33.447,275.330,-187.256
-1.669,-0.098,0.758,27.954,273.193,-201.111
-1.623,-0.262,0.737,21.790,279.724,-213.440
-1.577,-0.417,0.622,25.146,294.312,-223.267
-1.552,-0.571,0.413,33.691,314.331,-227.112
-1.521,-0.700,0.118,44.617,335.876,-224.609
-1.487,-0.795,-0.236,52.307,354.553,-216.431
-1.452,-0.886,-0.580,52.002,364.685,-210.266
-1.434,-0.988,-0.835,42.419,362.610,-213.440
-1.306,-1.113,-1.057,34.790,352.600,-224.915
-1.161,-1.392,-1.248,14.709,340.210,-237.488
-1.008,-1.792,-1.341,-18.921,324.219,-234.802
-0.778,-2.176,-1.352,-36.621,307.312,-230.713
-0.534,-2.396,-1.502,-45.837,301.636,-202.881
-0.351,-2.430,-1.884,-61.646,313.904,-164.062
-0.188,-2.410,-2.380,-86.182,327.271,-131.653
0.024,-2.432,-2.982,-121.704,334.900,-108.521
0.155,-2.516,-3.606,-167.358,327.637,-91.797
0.226,-2.613,-4.000,-207.214,291.809,-72.510
0.398,-2.623,-4.000,-233.459,224.731,-45.593
0.560,-2.529,-4.000,-225.891,136.536,-16.724
0.707,-2.285,-4.000,-195.862,44.678,10.071
0.799,-2.049,-3.645,-166.077,-24.536,26.184
1.055,-2.142,-3.342,-178.589,-64.941,24.170
0.934,-2.225,-2.921,-293.762,-84.961,10.071
0.964,-2.966,-3.112,-360.840,-81.177,-6.958
0.654,-3.596,-2.419,-366.699,-138.245,-6.775
0.548,-3.891,-1.729,-327.698,-197.937,38.452
0.404,-3.574,-0.910,-264.771,-240.112,119.263
0.398,-2.861,-0.214,-254.578,-241.028,202.942
0.257,-2.056,0.127,-252.441,-194.336,263.550
0.121,-1.390,0.205,-276.733,-140.442,290.894
-0.006,-0.893,0.151,-291.382,-103.333,293.701
-0.066,-0.527,0.316,-328.857,-90.149,283.325
-0.168,-0.588,0.213,-357.727,-83.923,262.451
-0.528,-0.702,0.405,-432.739,-86.487,251.587
-0.941,-0.630,0.914,-490.845,-94.360,276.001
-1.356,-0.293,1.532,-415.955,-109.375,339.966
-1.661,0.292,2.042,-256.165,-117.615,421.204
-1.940,1.147,2.308,-169.495,-92.651,504.517
-2.112,1.998,2.064,-121.704,-12.634,578.308
-2.130,2.807,1.513,-66.956,59.998,589.905
-2.073,3.379,0.943,-20.752,87.891,527.161
-1.918,3.664,0.657,-0.610,84.412,459.412
-1.743,3.654,0.565,5.737,62.561,383.240
-1.602,3.374,0.628,13.977,38.818,303.101
-1.499,2.899,0.847,3.479,20.935,234.192
-1.473,2.415,0.911,-15.625,23.621,194.702
-1.463,2.351,0.685,15.198,46.448,203.735
-1.477,2.800,0.421,74.097,62.927,239.563
-1.460,3.387,0.183,106.079,68.787,260.986
-1.381,3.901,0.007,125.916,65.186,252.136
-1.249,4.000,-0.091,133.423,49.622,203.430
-1.131,4.000,-0.166,124.329,28.442,121.826
-1.070,3.589,-0.182,89.417,4.944,28.992
-1.018,2.969,-0.110,57.861,-16.907,-46.509
-0.954,2.487,0.038,55.176,-37.964,-90.942
-0.915,2.177,0.225,63.293,-54.810,-112.732
-0.867,1.984,0.347,75.317,-63.599,-125.732
-0.834,1.800,0.374,81.726,-65.918,-140.869
-0.842,1.588,0.365,90.454,-67.566,-160.339
-0.809,1.231,0.443,117.126,-74.280,-179.321
-0.822,1.017,0.757,170.959,-89.050,-182.495
-0.829,0.973,1.135,221.619,-96.252,-174.011
-0.825,0.948,1.349,303.772,-80.505,-163.879
-0.735,0.976,1.344,396.790,-47.363,-158.630
-0.631,1.031,1.253,419.617,-11.230,-168.823
-0.597,0.999,1.130,407.227,24.353,-196.655
-0.614,0.782,1.056,399.780,54.443,-233.887
-0.626,0.404,0.996,415.283,85.388,-270.508
-0.664,-0.024,1.067,434.387,116.333,-301.392
-0.668,-0.508,0.982,452.332,155.212,-328.369
-0.636,-0.925,0.609,431.030,200.806,-346.741
-0.573,-1.129,0.382,343.140,225.464,-345.337
-0.381,-1.459,0.317,267.639,231.201,-322.571
-0.259,-1.655,0.161,198.059,250.549,-300.903

0.256,-2.798,-0.235,350.281,246.582,-248.901
0.397,-2.628,-0.668,240.295,272.217,-176.514
0.386,-2.160,-1.404,156.311,311.768,-119.385
0.573,-1.808,-1.791,130.432,289.001,-86.060
0.804,-1.694,-2.045,125.549,246.460,-73.120
0.953,-1.725,-2.229,119.507,201.416,-68.542
0.919,-1.753,-2.180,89.600,145.691,-66.284
1.030,-1.731,-2.150,78.857,97.839,-51.208
1.123,-1.595,-2.226,93.323,59.448,-28.198
1.138,-1.413,-2.179,108.643,12.451,-11.536
1.183,-1.314,-1.941,111.389,-43.091,-6.897
1.148,-1.296,-1.681,85.571,-88.867,-11.780
1.130,-1.338,-1.514,47.119,-120.361,-18.738
1.018,-1.405,-1.319,12.268,-152.588,-22.705
0.912,-1.509,-1.123,-19.348,-189.209,-23.499
0.851,-1.682,-1.028,-54.626,-220.154,-20.935
0.690,-1.934,-0.928,-106.140,-248.230,-13.977
0.439,-2.082,-0.694,-159.912,-284.729,6.287
0.181,-2.177,-0.433,-210.083,-327.881,41.382
-0.117,-2.125,-0.102,-293.335,-361.328,80.383
-0.367,-1.881,0.411,-385.254,-387.695,133.118
-0.656,-1.513,0.865,-449.768,-397.888,196.106
-0.817,-1.050,1.207,-500.916,-382.629,260.254
-0.993,-0.558,1.411,-530.701,-341.858,320.740
-1.048,-0.062,1.480,-510.986,-282.959,370.605
-1.160,0.412,1.502,-455.200,-227.478,406.921
-1.240,0.877,1.468,-387.634,-176.147,435.242
-1.623,1.268,1.465,-331.970,-127.686,465.454
-1.357,1.735,1.375,-269.836,-73.425,484.436
-1.120,2.096,1.327,-161.255,-52.612,451.538
-0.998,2.420,1.616,-69.458,-71.960,409.241
-0.851,2.537,1.940,-8.179,-74.707,326.050
-0.571,2.357,2.109,3.662,-40.100,231.689
-0.349,1.965,2.014,-9.705,17.883,137.451
-0.272,1.518,1.616,-32.532,80.383,61.096
-0.520,1.061,1.186,-41.504,125.793,7.751
-0.397,0.748,0.679,-40.344,155.396,-23.437
-0.574,0.369,0.581,-23.621,153.259,-41.870
-0.154,0.350,0.495,21.057,147.461,-29.724
0.009,0.344,0.302,6.409,140.198,-27.710
-0.115,0.268,0.199,-40.588,115.540,-37.170
-0.066,0.157,0.228,-66.589,80.994,-42.053
0.048,0.052,0.384,-72.388,44.678,-39.673
0.065,0.007,0.563,-73.853,13.855,-31.128
0.010,0.021,0.727,-71.045,-6.226,-17.944
0.006,0.056,0.872,-62.439,-16.968,-4.456
0.067,0.120,0.930,-43.274,-20.508,6.592
-0.021,0.180,1.006,-20.813,-21.362,14.343
-0.028,0.245,1.046,-4.578,-18.005,17.578
0.033,0.288,1.071,4.333,-9.583,16.052
0.057,0.314,1.090,8.179,-0.916,12.024
0.091,0.305,1.064,11.414,8.484,6.531
0.119,0.308,1.011,17.395,15.015,1.465
0.125,0.326,0.928,23.926,17.334,-3.540
0.157,0.305,0.880,21.851,16.235,-12.268
0.173,0.251,0.897,12.695,13.489,-21.973
0.178,0.189,0.920,0.732,12.024,-29.358
0.181,0.140,0.908,-7.996,13.123,-33.447
0.168,0.093,0.853,-10.620,14.221,-33.752
0.193,0.064,0.802,-11.047,11.780,-30.518
0.221,0.071,0.765,-5.127,6.531,-23.437
0.221,0.085,0.748,1.587,-0.977,-15.686
0.231,0.083,0.776,3.784,-10.742,-10.925
0.270,0.054,0.870,3.357,-21.179,-9.155
0.347,0.060,1.000,0.366,-26.550,-6.348
0.266,0.090,1.040,-2.808,-21.362,-1.587
0.253,0.131,0.982,2.563,-12.878,4.456
0.261,0.155,0.945,3.052,-9.644,8.118
0.227,0.170,0.949,-0.793,-8.545,9.399
0.135,0.207,0.923,1.404,-8.667,11.108
-0.171,0.088,0.809,4.333,-8.545,9.460
0.290,0.060,0.883,2.136,-17.090,11.169
0.409,0.065,0.881,6.531,-18.433,21.606
0.421,0.105,0.900,14.038,-21.545,32.959
0.310,0.179,0.895,27.588,-25.574,46.692
0.221,0.249,0.930,35.400,-30.823,55.115
0.150,0.299,1.001,33.691,-35.583,55.969
0.161,0.320,1.100,30.762,-38.269,52.856
0.184,0.320,1.244,19.287,-36.743,46.387
0.149,0.339,1.358,15.442,-28.809,43.457
0.167,0.353,1.417,16.846,-13.733,41.260
0.215,0.378,1.415,11.963,6.897,36.865
0.220,0.427,1.307,11.719,28.931,33.997
0.186,0.472,1.168,10.681,45.410,28.748
0.121,0.483,1.081,8.118,53.345,19.348
0.179,0.431,1.084,4.395,53.284,6.104
0.160,0.341,1.072,-8.606,56.580,-7.935
0.257,0.272,1.043,-12.207,61.707,-15.564
0.332,0.229,0.963,-9.216,66.284,-17.639
0.349,0.200,0.872,-8.911,70.923,-19.226
0.353,0.181,0.783,-6.470,70.435,-19.348
0.398,0.165,0.725,-4.089,65.430,-18.738
0.448,0.151,0.689,-1.892,57.007,-18.066
0.416,0.144,0.637,1.282,48.523,-15.808
0.344,0.129,0.622,5.310,36.255,-13.855
0.341,0.105,0.648,9.033,20.935,-12.207
0.407,0.072,0.728,10.315,7.874,-11.780
0.387,0.043,0.814,14.893,-1.465,-7.812
0.377,0.013,0.900,17.090,-9.155,-2.502
0.370,-0.012,0.952,7.996,-10.864,0.854
0.337,-0.029,0.980,-2.869,-8.118,4.333
0.329,-0.035,0.977,-10.254,-4.028,10.010
0.319,0.255,0.828,-5.432,1.099,21.606
0.336,0.745,0.472,22.644,4.761,34.302
0.205,0.965,0.476,21.362,-12.329,14.709
0.339,1.098,0.689,23.071,-36.194,-19.714
0.306,1.070,0.924,6.958,-44.128,-63.293
0.258,1.018,1.114,-11.536,-40.710,-106.628
0.393,0.916,1.210,-17.578,-28.015,-141.174
0.614,-0.284,0.925,-59.143,-12.268,-181.335
0.413,-0.656,1.271,-151.245,-4.517,-243.042
-0.011,-0.862,1.703,-110.840,-3.357,-151.123
0.211,-0.538,1.079,-28.137,32.471,-2.197
0.711,0.164,0.744,63.049,39.673,83.557
0.766,0.310,0.912,59.631,4.333,106.506
0.869,0.090,1.013,48.340,-18.005,93.445
0.924,-0.140,1.011,30.701,-21.851,82.092
0.948,-0.364,0.868,18.372,-21.729,77.148
1.277,-0.491,0.720,8.240,-30.396,75.562

0.010,-1.471,1.332,-62.012,-39.001,151.978
-0.355,-0.961,1.383,-19.958,-21.973,222.656
-0.444,-0.236,1.320,16.663,-7.202,280.334
-0.868,0.170,1.193,17.700,0.549,304.321
-0.951,0.187,0.947,32.837,-15.930,310.364
-0.920,0.443,1.129,71.350,-76.782,345.032
-1.045,0.838,1.378,99.670,-127.808,383.850
-1.182,1.158,1.559,94.666,-150.330,411.255
-1.182,1.720,1.648,80.811,-150.024,431.458
-1.251,2.078,1.536,114.075,-148.987,401.855
-1.252,2.406,1.641,122.559,-163.025,360.657
-1.230,2.548,1.939,118.774,-182.678,299.988
-1.158,2.592,2.324,98.206,-188.354,237.488
-1.087,2.515,2.667,81.543,-173.340,171.021
-1.043,2.300,2.866,65.308,-133.911,102.661
-1.054,2.037,2.885,46.143,-74.341,38.208
-1.039,1.724,2.721,29.846,-7.935,-17.883
-1.052,1.367,2.501,15.198,52.795,-66.772
-1.100,1.009,2.307,9.399,105.713,-102.661
-1.143,0.755,2.092,19.592,148.743,-123.047
-1.214,0.570,2.063,25.818,179.382,-135.559
-1.282,0.338,2.025,45.654,203.125,-147.766
-1.336,0.114,1.969,73.914,225.098,-157.471
-1.422,-0.134,1.818,90.393,250.061,-166.321
-1.510,-0.378,1.658,99.792,277.588,-174.133
-1.602,-0.617,1.495,100.403,303.650,-180.847
-1.758,-0.819,1.253,110.840,335.388,-182.068
-1.814,-0.899,1.010,105.896,366.516,-165.161
-1.852,-0.933,0.693,95.398,394.653,-143.616
-1.877,-0.947,0.359,86.609,415.039,-127.502
-1.981,-1.044,0.022,76.294,424.316,-105.225
-1.933,-0.956,-0.260,66.406,427.063,-80.505
-1.917,-0.805,-0.526,84.961,427.185,-75.073
-1.874,-0.821,-0.787,61.584,429.687,-95.276
-1.684,-1.263,-1.388,18.799,432.922,-124.390
-1.375,-1.483,-2.631,20.447,447.449,-122.986
-0.646,-1.193,-4.000,100.342,465.393,-72.388
-0.220,-0.553,-4.000,191.528,419.434,2.258
-0.060,0.793,-4.000,244.263,248.596,61.035
-0.202,1.973,-4.000,232.361,-23.926,71.167
-0.376,3.005,-4.000,148.804,-284.180,36.682
-0.801,2.265,-3.142,94.971,-451.111,-175.415
-1.072,0.843,-2.076,-37.537,-495.361,-329.346
-1.250,-0.315,-1.623,-146.790,-499.695,-396.973
-1.669,-0.912,-1.371,-190.369,-519.287,-410.889
-2.381,-1.260,-0.998,-207.947,-563.965,-390.564
-3.084,-1.314,-0.404,-192.810,-624.573,-307.068
-3.617,-1.161,0.050,-114.502,-690.857,-224.121
-3.860,-1.472,1.194,-137.390,-766.602,-196.655
-3.970,-1.798,3.551,-281.128,-862.061,-169.006
-3.804,-1.731,4.000,-265.930,-881.836,-83.496
-3.361,-1.321,4.000,-181.458,-784.546,15.564
-2.957,-0.639,4.000,-107.056,-599.182,106.201
-2.697,0.430,4.000,-39.856,-353.882,182.373
-2.603,1.453,4.000,2.075,-95.825,221.008
-2.506,1.995,4.000,35.950,117.432,199.829
-2.404,2.092,4.000,53.040,241.394,136.353
-2.357,1.740,3.529,73.364,297.974,40.100
-2.311,1.262,3.359,69.519,331.177,-29.541
-2.232,0.844,3.196,51.208,371.643,-68.176
-2.203,0.229,3.376,9.949,420.349,-98.694
-2.269,-0.157,2.917,49.744,484.619,-102.234
-2.299,-0.215,2.214,134.949,538.879,-75.500
-2.291,-0.492,1.816,134.827,559.631,-69.336
-2.288,-0.856,1.402,86.853,586.487,-85.388
-2.299,-1.077,0.757,70.129,624.390,-86.853
-2.115,-1.083,0.105,55.908,653.320,-23.193
-1.844,-0.839,-0.473,66.956,658.264,41.260
-1.582,-0.577,-1.000,78.613,639.465,79.102
-1.343,-0.272,-1.265,67.932,600.403,95.520
-1.014,-0.143,-1.529,60.242,552.551,92.041
-0.625,-0.160,-2.141,84.778,517.334,83.191
-0.205,0.038,-3.126,145.569,486.572,91.980
-0.024,0.375,-4.000,227.173,431.335,117.676
-0.262,1.046,-4.000,261.414,341.309,150.085
-0.134,2.197,-4.000,241.333,210.815,195.190
0.225,3.877,-4.000,164.185,-9.460,145.630
-0.128,3.491,-4.000,16.907,-244.568,-87.891
-0.572,1.993,-2.963,-216.003,-399.109,-287.476
-0.778,0.453,-1.839,-354.004,-473.755,-402.649
-0.901,-0.633,-0.917,-393.555,-507.568,-440.369
-1.144,-1.536,-0.419,-331.055,-502.014,-440.247
-1.207,-1.822,0.030,-258.362,-481.934,-299.927
-1.371,-1.548,0.297,-148.560,-478.699,-161.255
-1.491,-1.146,0.623,-85.083,-480.408,-79.651
-1.670,-0.998,1.159,-85.449,-498.657,-49.133
-1.914,-1.039,2.197,-122.925,-540.344,-42.419
-2.074,-0.919,3.565,-148.315,-575.928,-17.273
-2.095,-0.563,4.000,-120.361,-554.443,27.161
-1.968,-0.122,4.000,-71.472,-477.295,61.279
-1.759,0.208,4.000,-18.799,-360.229,65.979
-1.636,0.417,4.000,16.968,-217.590,54.382
-1.570,0.512,4.000,41.809,-54.199,37.048
-1.510,0.445,4.000,54.382,103.699,16.418
-1.491,0.308,3.919,64.697,210.022,-0.732
-1.405,0.153,3.309,66.467,272.827,-9.460
-1.454,0.055,2.661,86.060,322.327,-9.155
-1.407,-0.031,2.263,74.402,353.638,-9.094
-1.414,-0.159,1.807,64.209,386.414,-10.437
-1.429,-0.237,1.368,72.815,411.743,-6.470
-1.398,-0.320,1.069,78.186,423.035,-0.061
-1.347,-0.401,0.860,64.819,432.861,8.118
-1.316,-0.460,0.635,47.668,447.693,19.531
-1.271,-0.416,0.393,36.743,463.257,35.461
-1.228,-0.294,0.117,34.424,475.952,50.110
-1.197,-0.159,-0.165,29.785,483.093,57.373
