aX,aY,aZ,gX,gY,gZ
-1.138,-0.054,-0.433,24.475,481.323,55.481
-1.034,0.026,-0.650,8.484,468.445,44.312
-0.953,0.038,-0.779,-12.390,448.853,24.536
-0.869,-0.025,-0.849,-33.203,426.025,-0.549
-0.760,-0.131,-0.930,-59.143,405.273,-25.696
-0.623,-0.250,-1.074,-81.665,388.000,-47.241
-0.471,-0.398,-1.272,-100.159,371.277,-63.965
-0.239,-0.557,-1.566,-109.802,353.149,-73.792
0.022,-0.678,-2.021,-101.929,337.891,-73.730
0.253,-0.670,-2.564,-88.928,317.139,-59.570
0.508,-0.509,-3.032,-75.256,273.743,-32.288
0.732,-0.222,-3.399,-52.856,212.463,-6.165
0.799,0.183,-3.613,-32.715,138.794,6.470

0.760,0.607,-3.003,-52.734,-57.495,-40.466
0.641,0.547,-2.362,-67.749,-142.151,-83.191
0.538,0.414,-1.831,-84.717,-196.045,-122.375
0.450,0.231,-1.491,-95.032,-227.661,-159.119
0.269,0.034,-1.247,-110.291,-251.404,-188.721
0.126,-0.136,-1.108,-110.657,-274.292,-208.618
-0.024,-0.452,-0.949,-114.624,-306.458,-227.234
-0.172,-0.857,-0.689,-125.061,-346.313,-245.300
-0.393,-1.322,-0.292,-130.066,-390.686,-256.348
-0.453,-1.661,0.167,-153.442,-425.293,-238.831
-0.496,-1.844,0.218,-160.217,-438.354,-194.946
-0.697,-1.754,0.580,-107.605,-478.821,-136.841
-0.793,-1.592,1.200,-55.115,-515.808,-91.980
-0.794,-1.616,1.785,-34.607,-517.334,-66.650
-0.760,-1.596,2.221,-28.259,-488.037,-41.992
-0.697,-1.329,2.542,-24.780,-444.336,-8.362
-0.643,-0.808,2.891,-14.099,-397.034,22.888
-0.360,-0.544,3.130,-9.460,-346.313,32.288
-0.334,-0.327,3.390,-39.612,-283.997,16.418
-0.257,-0.204,3.513,-47.119,-215.759,1.282
-0.189,-0.227,3.411,-56.458,-135.925,-20.142
-0.166,-0.374,2.861,-51.147,-54.199,-39.612
-0.133,-0.516,2.166,-41.748,7.996,-49.744
-0.119,-0.678,1.657,-43.701,35.034,-51.758
-0.070,-0.801,1.480,-47.729,28.259,-43.640
-0.004,-0.809,1.517,-50.842,14.343,-27.771
0.034,-0.744,1.612,-50.964,9.827,-11.597
0.042,-0.636,1.627,-49.011,17.273,0.977
0.038,-0.516,1.506,-45.654,33.203,10.559
0.049,-0.384,1.372,-42.053,45.715,16.785
0.072,-0.294,1.259,-36.743,50.354,18.860
0.067,-0.242,1.190,-35.522,49.133,16.602
0.090,-0.207,1.121,-31.311,43.335,12.573
0.097,-0.197,1.130,-26.855,33.936,7.690
0.102,-0.215,1.147,-25.757,27.283,2.258
0.110,-0.252,1.146,-23.437,24.048,-1.892
0.101,-0.286,1.118,-20.386,23.743,-3.235
0.097,-0.310,1.058,-17.883,25.513,-1.892
0.109,-0.290,0.978,-16.113,27.954,0.793
0.008,-0.323,0.885,-20.874,30.334,2.075
0.034,-0.250,0.844,-16.113,24.109,14.038
0.044,-0.208,0.839,-14.343,15.930,20.081
0.034,-0.206,0.883,-16.418,7.141,18.677
0.024,-0.166,0.932,-16.174,-0.610,16.113
0.085,-0.126,0.966,-8.789,-7.629,10.132
0.047,-0.170,0.993,-12.451,-10.986,-2.747
0.018,-0.230,1.015,-14.893,-10.620,-12.451
0.040,-0.230,1.032,-8.423,-11.536,-13.123
0.053,-0.257,1.012,-5.432,-9.277,-16.113
0.050,-0.320,0.979,-7.202,-5.859,-19.897
0.050,-0.365,0.952,-7.629,-4.028,-20.752
0.049,-0.403,0.938,-5.859,-3.662,-19.104
0.054,-0.417,0.936,-4.517,-3.357,-15.869
0.068,-0.427,0.930,-3.357,-2.747,-13.489
0.095,-0.467,0.919,-3.662,-2.502,-13.000
0.087,-0.526,0.920,-7.263,-1.953,-12.634
0.094,-0.557,0.884,-8.362,-0.610,-10.193
0.095,-0.585,0.823,-8.301,0.244,-7.874
0.092,-0.606,0.751,-9.033,0.061,-5.615
0.078,-0.601,0.680,-8.728,-2.441,-2.502
0.062,-0.569,0.630,-8.423,-8.179,1.343
0.031,-0.513,0.629,-8.545,-17.700,5.493
0.019,-0.441,0.662,-6.104,-28.076,8.728
0.008,-0.395,0.717,-3.235,-37.354,8.484
-0.002,-0.377,0.778,-2.319,-44.128,5.432
-0.014,-0.346,0.812,-3.418,-47.913,1.587
-0.037,-0.312,0.840,-5.554,-49.927,-2.869
-0.068,-0.307,0.865,-7.202,-50.415,-8.301
-0.079,-0.319,0.896,-8.240,-48.279,-11.841
-0.077,-0.354,0.899,-6.775,-43.945,-11.597
-0.106,-0.384,0.943,-6.592,-38.452,-7.080
-0.108,-0.394,0.948,-6.592,-31.616,0.549
-0.102,-0.387,0.887,-3.174,-23.682,8.728
-0.111,-0.350,0.828,-2.747,-19.714,14.893
-0.118,-0.324,0.792,-3.357,-20.081,16.357
-0.126,-0.315,0.804,-4.944,-23.865,14.648
-0.142,-0.308,0.849,-6.653,-28.137,12.512
-0.146,-0.307,0.896,-6.714,-31.128,11.108
-0.149,-0.310,0.947,-6.165,-32.715,10.254
-0.150,-0.304,0.974,-3.845,-32.043,9.949
-0.153,-0.289,1.006,-2.075,-29.602,8.850
-0.152,-0.289,1.026,-2.197,-25.085,7.324
-0.153,-0.293,1.016,-2.502,-18.433,6.042
-0.158,-0.280,0.984,-0.854,-11.902,5.554
-0.153,-0.272,0.957,1.831,-8.240,4.333
-0.151,-0.282,0.958,3.296,-6.592,1.953
-0.151,-0.300,0.974,3.784,-5.310,-0.244
-0.140,-0.311,0.991,6.470,-4.211,-1.221
-0.131,-0.312,0.998,8.667,-2.319,-1.709
-0.128,-0.301,0.972,11.475,1.038,-1.648
-0.114,-0.284,0.939,15.381,2.808,-1.770
-0.100,-0.287,0.920,15.869,3.723,-3.235
-0.091,-0.304,0.902,13.611,4.517,-5.188
-0.086,-0.316,0.896,11.902,4.150,-6.958
-0.081,-0.317,0.903,11.108,3.174,-7.874
-0.076,-0.332,0.918,9.583,2.258,-9.338
-0.072,-0.372,0.945,5.676,1.831,-11.780
-0.063,-0.405,0.978,2.686,2.075,-12.695
-0.057,-0.416,1.000,1.587,3.906,-11.230
-0.051,-0.409,0.998,1.282,7.019,-8.972
-0.047,-0.399,0.981,1.221,9.888,-7.202
-0.042,-0.384,0.952,1.587,11.902,-5.859
-0.037,-0.377,0.929,2.502,12.451,-5.310
-0.040,-0.366,0.894,2.808,12.390,-5.005
-0.036,-0.356,0.860,4.028,11.108,-4.700
-0.027,-0.370,0.851,4.578,7.874,-5.310
-0.023,-0.388,0.864,3.845,4.395,-5.859
-0.020,-0.396,0.890,3.723,1.282,-5.249
-0.024,-0.387,0.907,4.028,-0.610,-3.906
-0.030,-0.370,0.906,4.089,-0.854,-2.869
-0.030,-0.370,0.907,3.601,-1.587,-2.747
-0.029,-0.383,0.928,1.770,-2.625,-2.991
-0.027,-0.386,0.951,0.732,-3.052,-2.686
-0.027,-0.372,0.959,1.099,-2.258,-1.526
-0.031,-0.347,0.936,1.526,-0.610,-0.366
-0.039,-0.339,0.897,1.465,0.610,-0.488
-0.036,-0.352,0.883,1.526,-1.038,-1.465
-0.036,-0.379,0.899,1.038,-3.418,-2.502
-0.042,-0.382,0.918,0.610,-4.761,-2.136

-0.117,-1.144,1.911,-16.113,-174.500,-104.797
-0.174,-1.432,2.401,-57.007,-174.377,-113.037
-0.193,-1.779,2.874,-90.210,-163.757,-109.192
-0.305,-2.080,3.290,-114.929,-138.062,-89.233
-0.497,-2.163,3.636,-131.470,-96.558,-49.011
-0.557,-2.102,3.670,-131.958,-31.372,-1.587
-0.732,-2.104,3.386,-135.620,46.997,31.555
-0.948,-2.052,2.844,-147.217,124.390,62.012
-1.827,-2.272,1.868,-145.569,189.026,91.736
0.297,-1.651,3.169,328.735,-17.761,185.730
-1.380,-1.144,3.305,-354.858,60.303,278.198
-1.789,-1.200,1.681,-205.444,274.841,172.791
-1.722,-1.225,0.777,-182.800,333.801,179.321
-1.623,-1.076,0.420,-169.739,328.857,193.848
-1.560,-0.889,0.408,-157.104,306.396,198.303
-1.519,-0.699,0.631,-146.973,278.259,196.289
-1.504,-0.551,0.862,-138.306,266.418,192.322
-1.515,-0.445,0.876,-127.747,280.945,188.965
-1.538,-0.349,0.727,-110.107,307.373,189.331
-1.569,-0.217,0.547,-92.224,332.397,194.153
-1.613,-0.032,0.331,-67.749,354.553,200.256
-1.625,0.224,-0.084,-36.621,376.343,206.360
-1.460,0.442,-0.542,4.822,379.822,204.834
-1.255,0.639,-0.962,28.320,363.098,196.838
-1.095,0.852,-1.248,33.875,329.468,186.157
-0.918,1.022,-1.375,31.311,280.762,176.819
-0.796,1.212,-1.204,42.358,220.215,169.861
-0.648,1.467,-1.067,40.894,167.480,143.188
-0.477,1.453,-1.342,-15.076,142.090,87.402
-0.546,1.370,-1.234,-28.198,82.581,44.434
-0.433,1.285,-0.854,-8.545,27.100,20.935
-0.356,1.512,-1.082,76.904,3.296,15.930
-0.401,1.305,-0.899,73.059,-33.264,-29.724
-0.396,1.210,-0.756,76.965,-64.697,-57.922
-0.384,1.164,-0.801,99.976,-80.078,-79.163
-0.344,0.982,-0.848,115.967,-100.281,-104.736
-0.312,0.683,-0.726,125.061,-130.066,-135.193
-0.222,0.200,-0.557,122.559,-159.119,-164.124
-0.020,-0.349,-0.315,105.713,-184.265,-187.866
0.244,-0.776,-0.054,95.947,-205.688,-204.346
0.627,-0.989,0.188,109.375,-221.619,-209.900
0.944,-1.361,0.332,129.150,-231.689,-194.092
1.255,-1.521,0.488,121.216,-238.831,-134.155
1.305,-1.909,0.649,113.647,-246.704,-112.854
1.149,-2.505,1.060,49.255,-255.859,-105.591
1.054,-2.794,1.571,-12.573,-260.437,-77.087
1.089,-2.796,2.052,-49.133,-251.404,-32.654
1.152,-2.613,2.412,-85.205,-229.187,8.606
1.099,-2.612,2.743,-123.840,-205.139,27.771
0.905,-2.940,3.160,-171.143,-184.692,30.090
0.596,-3.176,3.453,-216.431,-149.231,54.260
0.280,-2.861,3.742,-192.871,-110.657,122.925
-0.310,-2.317,3.835,-146.484,-59.631,204.163
-0.622,-1.391,3.631,-87.830,1.587,277.527
-0.958,-0.314,3.236,17.090,49.133,334.839
-1.181,0.428,2.993,37.292,75.806,340.149
-1.338,0.725,2.929,2.747,91.553,311.279
-1.452,0.828,2.933,-37.903,116.577,267.395
-1.562,0.821,2.705,-75.745,164.734,225.281
-1.649,0.816,2.328,-92.529,215.454,193.787
-1.729,0.823,1.896,-88.196,253.479,174.438
-1.734,0.901,1.573,-82.092,270.447,158.325
-1.655,0.989,1.319,-64.026,276.550,144.836
-1.525,1.095,1.138,-48.157,276.611,126.587
-1.492,1.110,1.027,-32.166,273.376,104.004
-1.453,1.172,0.947,-27.832,272.217,79.590
-1.423,1.234,0.823,-24.414,279.358,60.852
-1.436,1.254,0.607,-24.048,286.743,38.269
-1.423,1.206,0.294,-30.579,291.870,9.888
-1.311,1.113,-0.006,-38.330,287.109,-22.278
-1.200,1.082,-0.192,-39.124,269.470,-53.162
-1.103,1.204,-0.238,-30.701,245.117,-76.355
-0.982,1.313,-0.375,-15.198,224.792,-99.915
-0.883,1.376,-0.626,-23.010,212.036,-133.484
-0.708,1.324,-1.052,-37.659,197.754,-177.551
-0.521,1.094,-1.534,-49.561,167.053,-227.661
-0.405,0.787,-1.929,-56.274,115.784,-270.142
-0.362,0.475,-2.074,-54.504,35.706,-302.002
-0.268,0.135,-2.010,-28.259,-62.927,-321.045
-0.266,-0.107,-1.788,5.066,-153.748,-330.139
-0.116,-0.509,-1.607,19.287,-221.191,-332.153
0.145,-0.761,-1.849,18.799,-260.315,-328.674
0.259,-1.274,-2.076,-0.244,-299.011,-346.252
0.061,-2.097,-2.007,-50.659,-362.793,-398.804
0.009,-3.339,-1.184,-143.555,-442.017,-383.606
0.114,-4.000,0.120,-211.060,-508.606,-313.965
0.298,-4.000,1.457,-236.511,-526.062,-223.877
0.370,-4.000,2.453,-232.239,-494.934,-106.628
0.343,-4.000,3.076,-202.148,-422.729,31.128
0.203,-3.813,3.216,-148.987,-334.167,168.030
-0.034,-3.013,3.222,-114.014,-251.404,269.287
-0.276,-2.107,3.161,-90.881,-184.387,338.806
-0.563,-1.089,3.078,-58.899,-134.705,379.944
-0.782,0.015,2.974,-38.879,-98.328,398.804
-0.959,0.817,2.941,-45.532,-75.378,398.071
-1.089,1.426,3.153,-54.993,-64.758,368.530
-1.193,1.725,3.556,-51.086,-62.927,302.551
-1.222,1.706,3.967,-60.303,-50.110,228.394
-1.514,1.362,4.000,-86.975,-4.944,165.649
-1.352,1.421,4.000,-58.960,66.040,138.306
-1.385,1.652,3.738,49.683,145.081,132.690
-1.232,1.541,3.319,66.406,192.261,91.980
-1.263,1.022,3.245,38.940,209.900,35.645
-1.225,0.524,3.016,-7.385,240.479,6.470
-1.195,0.168,2.651,-34.058,286.072,6.775
-1.170,0.057,2.234,-53.833,329.224,19.165
-1.091,0.073,1.731,-54.993,364.197,32.593
-0.984,0.028,1.274,-60.425,383.850,35.400
-0.913,-0.120,0.856,-60.364,390.015,29.724
-0.822,-0.291,0.416,-44.922,387.207,27.649
-0.731,-0.355,0.039,-20.447,373.901,39.795
-0.661,-0.322,-0.191,13.794,350.830,64.148
-0.616,-0.217,-0.389,64.148,324.768,91.492
-0.530,0.021,-0.595,108.582,299.316,117.493
-0.445,0.267,-0.784,143.311,267.578,134.216
-0.363,0.470,-0.901,157.593,228.882,136.108
-0.287,0.604,-0.973,148.010,183.228,120.117
-0.267,0.648,-0.886,112.488,135.681,88.135
-0.244,0.585,-0.773,65.735,96.558,51.880

0.150,-1.702,1.845,-31.982,-85.876,-172.119
0.273,-1.435,1.819,20.447,-43.274,-107.361
0.398,-0.925,1.495,58.350,4.822,-50.415
0.455,-0.528,1.156,52.063,37.842,-28.931
0.543,-0.396,0.931,24.292,49.561,-39.551
0.704,-0.566,0.844,2.075,43.518,-66.284
0.835,-1.019,0.958,-34.302,25.757,-97.168
0.937,-1.417,1.142,-54.382,3.296,-107.605
1.016,-1.471,1.280,-37.476,-15.015,-84.351
0.725,-1.462,1.258,-3.052,-30.396,-48.767
1.038,-0.318,0.429,-1.160,-37.476,-14.832
0.639,-0.402,1.145,38.086,-116.333,-48.584
0.676,-0.510,1.993,9.705,-168.152,-78.491
0.758,-0.582,2.447,8.728,-151.733,-86.975
0.745,-0.655,2.622,-9.216,-113.403,-94.177
0.701,-0.768,2.513,-32.715,-61.646,-105.835
0.688,-0.880,2.484,-34.058,-22.766,-109.985
0.761,-0.996,2.403,-24.658,12.939,-103.394
0.818,-1.039,2.213,-3.784,48.401,-89.417
0.840,-1.029,1.979,12.451,79.407,-71.899
0.878,-1.008,1.683,18.433,107.666,-54.871
0.905,-1.016,1.357,17.700,127.808,-40.222
0.912,-0.976,1.097,15.869,134.155,-22.522
0.903,-0.900,0.909,16.724,129.578,-3.052
0.877,-0.827,0.752,14.954,121.399,14.282
0.827,-0.800,0.652,9.277,109.375,26.917
0.765,-0.742,0.608,4.944,92.896,39.368
0.712,-0.621,0.601,6.104,75.806,54.993
0.661,-0.490,0.619,6.958,61.218,67.139
0.606,-0.393,0.592,3.113,51.331,73.242
0.564,-0.347,0.527,-3.540,44.312,73.242
0.527,-0.344,0.474,-10.071,36.072,68.481
0.503,-0.368,0.454,-13.123,25.757,63.416
0.490,-0.385,0.472,-12.451,14.954,62.256
0.465,-0.347,0.465,-7.751,6.653,66.284
0.434,-0.279,0.440,-2.441,-0.366,70.496
0.374,-0.214,0.496,-1.282,-9.644,70.251
0.375,-0.172,0.589,-5.798,-18.066,66.895
0.350,-0.146,0.622,-10.986,-21.423,62.744
0.316,-0.095,0.685,-13.672,-25.024,58.594
0.295,-0.044,0.711,-12.756,-25.024,54.443
0.289,0.018,0.732,-6.409,-24.170,49.072
0.293,0.087,0.748,1.892,-23.315,40.955
0.303,0.102,0.751,4.395,-21.240,27.344
0.306,0.044,0.741,0.854,-17.517,9.766
0.311,-0.120,0.731,-9.888,-13.794,-8.667
0.310,-0.280,0.802,-12.756,-14.465,-22.278
0.322,-0.374,0.846,-8.606,-13.367,-27.344
0.320,-0.479,0.880,-5.981,-10.071,-28.809
0.336,-0.522,0.912,-5.371,-7.141,-24.841
0.291,-0.471,0.918,-2.930,-4.089,-18.372
0.353,-0.375,0.823,6.897,-2.014,-16.602
0.356,-0.404,0.829,7.690,-2.563,-21.118
0.366,-0.412,0.829,5.310,-0.061,-21.973
0.384,-0.460,0.750,1.709,4.700,-22.949
0.397,-0.497,0.664,-3.357,6.104,-23.071
0.402,-0.502,0.612,-3.540,1.160,-20.508
0.407,-0.475,0.610,0.000,-7.080,-15.991
0.405,-0.432,0.651,3.967,-17.029,-12.390
0.389,-0.400,0.726,3.479,-25.696,-10.742
0.378,-0.385,0.811,0.610,-31.860,-10.620
0.359,-0.383,0.892,-3.052,-34.302,-9.766
0.347,-0.388,0.974,-4.578,-33.752,-7.507
0.344,-0.363,1.029,-2.502,-30.579,-4.150
0.343,-0.347,1.048,-0.488,-25.269,-2.502
0.345,-0.342,1.052,-1.465,-20.142,-1.709
0.347,-0.335,1.052,-1.038,-16.235,-0.916
0.351,-0.319,1.049,1.648,-12.817,0.305
0.351,-0.321,1.049,3.113,-9.583,-0.122
0.355,-0.339,1.057,3.967,-6.592,-1.709
0.354,-0.354,1.074,5.066,-4.028,-2.075
0.362,-0.353,1.083,6.653,-0.793,-0.977
0.365,-0.334,1.069,9.155,3.967,0.549
0.371,-0.306,1.017,11.780,9.888,1.709
0.380,-0.299,0.956,12.939,15.259,0.916
0.385,-0.318,0.916,12.451,17.700,-1.282
0.401,-0.341,0.889,12.146,18.921,-2.747
0.417,-0.353,0.857,12.329,20.508,-2.808
0.438,-0.357,0.824,12.817,21.301,-2.502
0.449,-0.359,0.802,12.634,20.630,-2.014
0.448,-0.354,0.797,12.390,18.860,-1.343
0.447,-0.345,0.800,11.963,17.212,-0.732
0.445,-0.347,0.811,10.742,16.235,-1.465
0.445,-0.375,0.831,8.606,15.747,-3.113
0.449,-0.415,0.841,6.958,16.785,-4.150
0.453,-0.429,0.813,6.836,19.409,-3.723
0.450,-0.411,0.760,8.118,21.790,-2.380
0.461,-0.390,0.713,8.545,21.912,-1.587
0.473,-0.397,0.679,6.531,20.142,-2.441
0.481,-0.427,0.653,2.441,17.395,-3.418
0.486,-0.451,0.631,0.610,13.672,-3.174
0.480,-0.448,0.635,0.366,8.118,-1.038
0.467,-0.432,0.666,0.061,2.014,1.282
0.454,-0.420,0.717,-1.404,-2.625,2.686
0.438,-0.415,0.765,-3.296,-5.310,3.296
0.423,-0.412,0.813,-4.395,-7.019,3.540
0.413,-0.412,0.855,-5.005,-7.202,3.845
0.411,-0.404,0.873,-4.395,-5.859,4.700
0.407,-0.392,0.863,-2.991,-3.784,5.432
0.407,-0.378,0.836,-1.099,-1.892,6.226
0.410,-0.364,0.804,0.671,-1.038,6.714
0.409,-0.360,0.785,2.258,-1.709,6.104
0.406,-0.360,0.787,3.235,-3.418,5.615
0.404,-0.361,0.806,3.418,-5.737,5.554
0.395,-0.356,0.834,3.296,-7.690,5.859
0.399,-0.354,0.849,2.869,-8.301,5.859
0.393,-0.346,0.872,2.136,-8.423,5.493
0.394,-0.348,0.862,0.549,-7.080,5.127
0.391,-0.346,0.871,-0.122,-6.836,4.639
0.389,-0.339,0.883,1.892,-6.897,4.456
0.395,-0.323,0.889,4.333,-6.165,4.456
0.397,-0.321,0.883,4.150,-5.005,3.113
0.395,-0.337,0.876,2.563,-4.028,1.221
0.399,-0.350,0.879,3.052,-3.296,0.427
0.403,-0.352,0.877,4.578,-2.258,0.610
0.402,-0.360,0.876,5.188,-0.549,0.244
0.406,-0.375,0.865,5.249,1.709,-0.549
0.408,-0.379,0.842,5.859,3.601,-0.366
0.411,-0.388,0.812,7.019,4.456,-0.305

0.842,-0.384,1.600,8.240,3.235,22.278
0.827,-0.382,1.653,12.939,11.047,27.344
0.799,-0.417,1.719,14.954,21.240,29.785
0.755,-0.466,1.778,13.123,31.799,31.494
0.725,-0.526,1.770,5.066,46.814,31.372
0.741,-0.572,1.711,-1.587,63.232,30.396
0.776,-0.588,1.655,-6.836,77.332,29.846
0.827,-0.661,1.577,-16.418,93.994,27.466
0.889,-0.836,1.397,-24.292,114.075,24.170
0.919,-1.069,1.092,-27.710,135.132,25.635
1.020,-1.360,0.586,-21.973,154.785,35.278
0.996,-1.782,-0.017,-12.512,166.809,52.734
1.033,-1.929,-0.684,-4.517,170.654,91.675
1.029,-1.812,-1.521,29.663,163.086,140.564
0.973,-1.438,-2.278,61.401,134.216,181.824
0.950,-1.099,-2.824,71.472,82.214,198.120
0.862,-1.026,-3.063,53.406,2.380,183.350
0.648,-1.238,-2.910,18.555,-89.905,152.954
0.373,-1.445,-2.391,-17.090,-180.298,137.268
0.070,-1.403,-1.879,-29.419,-247.864,146.851
-0.278,-1.068,-1.470,-26.550,-295.227,170.837
-0.708,-0.656,-0.920,-28.015,-337.463,187.927
-1.001,-0.390,-0.133,-56.152,-367.310,184.326
-1.233,-0.321,0.572,-75.989,-369.141,171.692
-1.403,-0.104,1.103,-38.452,-367.004,177.002
-1.733,0.342,1.506,6.775,-360.413,195.557
-2.019,0.990,2.012,29.480,-362.244,218.750
-2.131,1.578,2.840,56.458,-371.887,239.380
-2.262,2.042,3.858,89.172,-386.047,202.576
-2.389,2.209,4.000,110.107,-375.366,136.963
-2.299,2.113,4.000,119.751,-307.373,75.378
-2.085,1.787,4.000,89.783,-187.256,20.813
-1.962,1.402,4.000,69.763,-49.988,-15.625
-1.790,1.202,4.000,62.866,64.880,-31.128
-1.650,1.025,4.000,70.801,151.855,-41.382
-1.543,0.823,3.548,71.289,220.337,-53.528
-1.419,0.513,2.892,72.021,282.593,-64.941
-1.283,0.172,2.129,81.055,339.600,-70.862
-1.145,-0.058,1.385,93.140,376.526,-62.988
-1.029,-0.145,0.795,107.300,387.573,-43.518
-0.898,-0.130,0.386,117.737,379.639,-21.240
-0.768,-0.053,0.113,122.437,363.403,-3.906
-0.665,0.026,-0.121,121.155,348.450,4.761
-0.559,0.060,-0.337,111.145,333.862,5.676
-0.448,-0.001,-0.618,91.187,319.824,-0.977
-0.337,-0.124,-1.091,71.472,307.678,-9.521
-0.192,-0.191,-1.630,57.129,289.734,-15.869
-0.016,-0.255,-2.122,35.950,263.184,-27.283
0.155,-0.461,-2.597,-7.263,228.210,-51.086
0.308,-0.818,-3.022,-68.542,184.021,-84.167
0.475,-1.191,-3.374,-141.541,132.874,-115.051
0.568,-1.502,-3.536,-213.806,73.486,-149.414
0.887,-2.071,-3.543,-266.968,8.362,-155.396
0.589,-2.329,-3.363,-306.702,-59.143,-110.718
0.670,-2.730,-2.701,-327.576,-121.582,-54.749
0.488,-2.043,-2.475,-165.344,-157.410,34.180
0.293,-1.111,-2.188,-21.606,-195.007,103.699
0.061,-0.584,-2.037,21.851,-216.553,116.577
-0.217,-0.372,-1.764,32.166,-243.225,103.027
-0.412,-0.285,-1.234,30.579,-284.668,85.510
-0.543,-0.230,-0.511,10.925,-316.345,69.824
-0.610,-0.235,0.010,0.183,-319.092,54.993
-0.699,-0.049,0.222,3.784,-313.477,52.734
-0.947,0.079,0.367,16.113,-322.998,45.410
-1.258,0.192,1.177,7.812,-371.521,27.344
-1.491,0.191,2.316,3.174,-429.199,9.338
-1.694,0.093,3.597,-2.014,-456.543,-6.714
-1.804,0.019,4.000,7.141,-443.054,-12.878
-1.792,0.113,4.000,29.785,-377.014,0.061
-1.734,0.374,4.000,71.838,-257.141,25.635
-1.627,0.677,4.000,111.755,-120.972,47.241
-1.513,0.863,4.000,123.901,-5.554,49.866
-1.425,0.861,4.000,120.239,82.703,33.569
-1.343,0.698,4.000,107.727,149.353,13.367
-1.292,0.438,4.000,96.313,209.717,-2.747
-1.251,0.195,3.828,94.849,276.123,-8.057
-1.190,0.014,3.035,98.022,342.285,-4.395
-1.117,-0.128,2.193,104.736,397.827,3.662
-0.969,-0.252,1.328,108.276,428.772,13.855
-0.767,-0.406,0.782,100.342,429.626,20.386
-0.558,-0.394,0.204,90.393,415.833,34.424
-0.496,-0.410,-0.176,97.839,384.155,43.701
-0.355,-0.371,0.140,109.619,320.251,51.636
-0.171,-0.227,0.214,94.360,297.729,59.448
-0.084,-0.161,-0.139,46.143,315.308,55.054
-0.032,-0.170,-0.448,-0.854,318.054,42.786
0.059,-0.096,-0.631,-15.503,300.049,37.476
0.147,0.034,-0.850,-20.752,281.555,34.302
0.258,0.071,-1.168,-28.564,266.113,23.682
0.428,-0.009,-1.685,-44.128,257.935,8.179
0.587,-0.152,-2.427,-66.772,257.812,-5.188
0.728,-0.255,-3.274,-106.934,250.061,-15.442
0.802,-0.397,-3.936,-156.494,205.627,-29.358
0.844,-0.578,-4.000,-192.749,127.014,-45.532
0.824,-0.791,-4.000,-214.783,29.236,-56.824
0.737,-0.940,-3.913,-216.858,-62.439,-59.570
0.595,-1.009,-3.363,-207.031,-141.785,-55.481
0.391,-1.081,-2.836,-196.472,-205.688,-45.776
0.204,-1.092,-2.403,-182.190,-250.061,-29.846
-0.367,-1.034,-1.915,-173.889,-297.180,-12.146
-0.457,-1.169,-1.120,-198.486,-340.088,1.526
-0.711,-1.204,-0.751,-130.066,-348.328,23.010
-0.900,-0.967,-0.393,-20.386,-361.389,52.673
-1.072,-0.805,0.013,-16.113,-377.014,66.040
-1.316,-0.536,0.542,-27.832,-397.827,73.486
-1.524,-0.199,1.354,-43.213,-432.617,78.796
-1.621,0.098,2.285,-42.847,-460.327,77.332
-1.678,0.325,3.227,-35.889,-468.262,70.984
-1.769,0.522,4.000,-17.334,-455.261,63.965
-1.680,0.761,4.000,12.085,-417.542,62.500
-1.698,1.021,4.000,41.870,-345.642,59.814
-1.642,1.260,4.000,68.604,-247.864,53.833
-1.542,1.357,4.000,90.332,-138.184,36.194
-1.465,1.200,4.000,90.393,-32.959,8.911
-1.349,1.007,4.000,87.524,74.585,-9.766
-1.252,0.891,4.000,87.097,175.110,-16.968
-1.188,0.740,3.526,73.730,256.592,-22.705
-1.134,0.623,2.688,82.397,312.927,-28.687
-1.047,0.385,1.962,79.346,351.013,-40.039

0.621,-1.469,-1.703,-37.048,125.916,-160.217
0.757,-1.716,-2.122,-68.848,122.314,-134.949
0.867,-1.737,-2.552,-94.849,102.478,-104.004
0.933,-1.720,-2.908,-124.084,64.514,-82.275
0.917,-1.730,-3.027,-149.048,4.761,-67.871
0.866,-1.765,-2.829,-162.659,-72.327,-53.711
0.725,-1.739,-2.267,-163.574,-150.696,-34.485
0.527,-1.562,-1.698,-149.902,-216.003,-7.629
0.304,-1.307,-1.240,-133.545,-259.583,19.836
0.068,-1.070,-0.833,-121.399,-286.804,40.344
-0.161,-0.925,-0.344,-114.014,-309.814,51.270
-0.350,-0.823,0.149,-105.469,-325.928,59.326
-0.522,-0.720,0.672,-96.741,-337.585,66.895
-0.664,-0.470,1.164,-83.191,-340.698,78.369
-0.744,-0.142,1.560,-61.279,-335.815,89.905
-0.791,0.063,2.012,-48.340,-326.782,89.600
-0.745,0.186,2.245,-64.270,-299.194,80.627
-0.882,0.213,2.445,-55.359,-270.081,68.420
-0.964,0.346,2.923,-0.305,-273.437,76.904
-1.015,0.565,3.479,47.852,-270.508,95.276
-0.989,0.759,3.959,60.242,-234.497,96.313
-0.954,0.768,4.000,52.063,-159.851,78.674
-0.883,0.676,3.694,41.992,-72.144,60.913
-0.778,0.629,3.185,30.701,0.427,53.040
-0.665,0.621,2.611,25.085,57.312,51.086
-0.588,0.629,2.174,21.240,94.849,45.410
-0.494,0.705,1.883,29.053,113.464,39.734
